#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-6.7048521, 13.7666360,  0.4585660,  0.1906847, -0.6163450, -0.5707962, -0.5078876)    0    0   5.00000000  0 0.200   0.00000000
(-0.8049083, 12.9874606, -1.4031609, -0.0225807,  0.5484974, -0.5725684, -0.6089385)    0    0   5.00000000  0 0.200   0.00000000
( 1.2871058, 17.9436874,  1.2989742,  0.3354724,  0.1886411,  0.5897812,  0.7099513)    0    0   5.00000000  0 0.200   0.00000000
(-7.8204995,  6.8851758,  2.6151277, -0.2746721, -0.8605910, -0.0652555,  0.4238869)    0    0   5.00000000  0 0.200   0.00000000
(-1.0610047, 11.4356177, 12.5833930, -0.6668691,  0.6996308,  0.2515562, -0.0502178)    0    0   5.00000000  0 0.200   0.00000000
(-1.4351141, 14.8066104, -5.6309678,  0.4871441, -0.8500074, -0.2001712, -0.0104680)    0    0   5.00000000  0 0.200   0.00000000
(-1.6711736, 15.4185520, -4.5296149,  0.3407736, -0.8948315, -0.1648159, -0.2366128)    0    0   5.00000000  0 0.200   0.00000000
( 3.0587731, 16.0453689,  3.4758902, -0.8157471,  0.3522318, -0.2023901, -0.4117374)    0    0   5.00000000  0 0.200   0.00000000
( 0.3862647, 10.2940706, -1.4892348,  0.9356437,  0.1363727, -0.3239974,  0.0316090)    0    0   5.00000000  0 0.200   0.00000000
(-6.9281797, 15.2554453, 12.2791980,  0.6044710,  0.7453585, -0.2708915,  0.0753221)    0    0   5.00000000  0 0.200   0.00000000
( 1.4670203, 15.3990025,  0.3433186, -0.3097001,  0.9272613,  0.0883699, -0.1909530)    0    0   5.00000000  0 0.200   0.00000000
(-2.3733430, 13.5235706,  3.9644831,  0.3381876,  0.7277442,  0.4423856,  0.4003905)    0    0   5.00000000  0 0.200   0.00000000
( 0.8882507,  8.2759543,  4.7007121, -0.4251338,  0.1366711, -0.0881444,  0.8904004)    0    0   5.00000000  0 0.200   0.00000000
(-0.9774638, 11.0214975, 10.9690361,  0.7615686,  0.3660267, -0.5340857, -0.0281107)    0    0   5.00000000  0 0.200   0.00000000
(-9.0864194, 13.1475438, -3.2683901, -0.6319303, -0.0590299,  0.0760820,  0.7690196)    0    0   5.00000000  0 0.200   0.00000000
(-5.5677581, 18.5597624,  3.3548442,  0.1060624, -0.1248064,  0.1610813, -0.9732558)    0    0   5.00000000  0 0.200   0.00000000
(-3.5363102, 15.2194880, -5.5710204, -0.0750314,  0.7368451, -0.6619065, -0.1153658)    0    0   5.00000000  0 0.200   0.00000000
( 3.5725428,  8.9669566,  0.8031032, -0.0081179, -0.5965452,  0.0298970,  0.8019813)    0    0   5.00000000  0 0.200   0.00000000
(-9.4549251,  7.2901154,  7.8413753,  0.5916744,  0.2222111,  0.5014851,  0.5908099)    0    0   5.00000000  0 0.200   0.00000000
(-6.1704748, 21.1644899,  8.3195317, -0.3944380, -0.8431897,  0.3243713,  0.1680270)    0    0   5.00000000  0 0.200   0.00000000
