#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-1.7277959, -0.2782186, -12.5263997,  0.5197730,  0.8039853, -0.2693803, -0.1034794)    0    0 -100.47530238  2 3.240 -62.80992659
(-1.7443059, -0.2901222, -12.4303793,  0.5255986,  0.7970799, -0.2822217, -0.0935985)    0    0 -88.48745581  0 4.200 -59.37078503
(-16.5185439,  8.0074116, -8.1390039,  0.0355846,  0.2578499, -0.8603173, -0.4382937)    0    0 -23.64256560  0 4.200 -15.87787322
(-11.8779894,  0.4563934, -7.5327463,  0.0390169,  0.1620526,  0.7765695, -0.6075825)    0    0 -73.24496486  0 4.200 -49.14730694
(-7.9230625, 11.6489154, -17.9345292, -0.3227031, -0.6463950,  0.6896156, -0.0496632)    0    0   7.04822092  0 4.200   4.70712071
(-8.6232666,  5.9120134, -4.4057899, -0.2591950, -0.4564519, -0.2440768, -0.8154116)    0    0 -102.12766496  0 4.200 -68.51957704
( 0.7656195,  6.8348594, -15.0918832,  0.6559555, -0.1662204,  0.3748235,  0.6337196)    0    0 -45.81714396  0 4.200 -30.75085670
(-14.0193785,  3.3546150, -8.9219726,  0.7950445,  0.4119590,  0.0674244,  0.4400544)    0    0 -41.70915220  0 4.200 -27.99553515
(-7.9518708,  8.4144830, -8.4096918, -0.3639891, -0.3959457,  0.2039010, -0.8180240)    0    0 -68.45128555  0 4.200 -45.93207948
(-9.1864312, -0.8644243, -7.2763090,  0.0266508, -0.1336193,  0.9706190, -0.1983288)    0    0 -127.83892434  1 4.120 -85.76469124
(-2.2089939, 10.2437747, -5.2951612, -0.7529234,  0.3033906, -0.0853174, -0.5777383)    0    0 -118.93322603  0 4.200 -79.79144108
(-14.7412349,  8.2446410, -6.4618001,  0.2190878,  0.0147883, -0.8447160, -0.4880950)    0    0 -39.24918905  1 4.120 -26.34558309
(-13.3055509, 13.0382838, -5.2595173,  0.8284332, -0.5118882,  0.1347026, -0.1830959)    0    0 -41.05703032  0 4.200 -27.55814249
(-8.9896525,  6.9952711, -5.1496352, -0.3664582, -0.5021858, -0.6732165, -0.4003715)    0    0 -113.27430439  2 3.800 -65.92917844
(-4.1495433, 10.3370122, -18.3169942,  0.6274439, -0.1459135, -0.2730332, -0.7144762)    0    0  -9.58061827  0 4.200  -6.44621201
( 0.2922388,  7.5299190, -14.5348573,  0.6395582, -0.1989631,  0.3679547,  0.6449716)    0    0 -57.20021764  1 3.880 -35.93003345
(-4.4270500,  6.9837250, -11.5524609,  0.6654590, -0.1784370, -0.6419496,  0.3364896)    0    0 -90.97870794  0 4.200 -61.04172331
(-1.5389756, -0.4525552, -12.6188788,  0.5258155,  0.7976487, -0.2795867, -0.0953702)    0    0 -92.20504354  1 3.560 -59.74837023
(-8.9926537,  9.1980976, -3.2030897,  0.2457156, -0.2015015,  0.7858048, -0.5305957)    0    0 -85.60585467  0 4.200 -57.43803098
(-12.7293261,  2.3372261, -16.4200821,  0.6347815,  0.4815712, -0.5344689, -0.2819303)    0    0 -25.35452808  0 4.200 -17.02612457
