#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 8.2361758, 11.7758280, 12.4665296,  0.1908223, -0.4826978,  0.4411484,  0.7321050)    0    0  -2.33707489  0 4.200  -1.58780618
(-4.0414499,  6.2669722, 10.9967480,  0.5967240,  0.4907877,  0.5654871,  0.2885691)    0    0 -90.67951992  0 4.200 -60.84105125
( 7.4877276, -5.3495066, 13.1027988, -0.5485371,  0.1428764,  0.8094960,  0.1530019)    0    0 -41.22863375  0 4.200 -27.67324073
( 8.6815448,  5.0481371, 15.5753622, -0.6426618,  0.0127172, -0.1981450,  0.7399748)    0    0 -12.78192722  1 3.880  -7.31340838
( 0.3156929,  2.2452436,  7.8913612, -0.9265435,  0.1402070, -0.2008620,  0.2855057)    0    0 -139.41031207  0 4.040 -90.81258684
( 1.8614370, -0.8525211,  9.6673103, -0.3470296, -0.8155395,  0.3159067, -0.3386279)    0    0 -137.07805205  1 3.960 -80.31000263
( 4.7921622,  5.2067565, 10.3914809,  0.2108489, -0.6907561,  0.1747120, -0.6692342)    0    0 -118.22223148  0 4.200 -79.31456120
( 3.3547258, -1.2289508,  4.5316413,  0.2510902, -0.1524560, -0.8568682,  0.4236600)    0    0 -202.17340286  1 4.120 -135.62248125
( 8.2277416,  5.4246877, 15.3355610, -0.6561600, -0.0361418, -0.1732396,  0.7335775)    0    0 -11.47726772  0 4.200  -7.71833704
( 3.8695068,  7.9796680,  3.3221799, -0.8827350, -0.3731595,  0.1152387,  0.2612486)    0    0 -178.83644124  0 4.200 -119.96986143
( 3.9116705,  6.1628734,  6.6095227,  0.2683477, -0.5822724, -0.1962776, -0.7419053)    0    0 -149.94175446  1 4.120 -100.58955159
(-3.7934177,  5.7472875, 10.7967914,  0.5834590,  0.6165508,  0.4528121,  0.2727670)    0    0 -92.70350723  1 3.960 -61.01379242
( 1.7662119, -0.8917275,  9.6741626, -0.3226864, -0.7703253,  0.2758775, -0.4757774)    0    0 -135.44877823  0 4.200 -90.86878970
( 5.9848234,  2.3823215, 17.5151329,  0.2885102,  0.8776618, -0.3479760,  0.1593247)    0    0 -24.52043618  1 4.120 -16.46668056
(-0.0030722,  2.2338331,  7.8044767, -0.9263795,  0.1084016, -0.2159568,  0.2888474)    0    0 -141.37817248  1 3.960 -92.94178762
( 4.7286943,  3.3726469, 19.2004082,  0.2427174,  0.6434252, -0.5688633,  0.4510951)    0    0  -9.63473237  0 4.200  -6.48250755
( 4.0152315, -0.5095075, 19.9728409,  0.3346515, -0.8897782, -0.1617347,  0.2648491)    0    0  -4.34238175  0 4.200  -2.93281014
( 4.3729363,  1.1472045,  4.3270700, -0.3341571, -0.0641983, -0.9036360,  0.2601145)    0    0 -182.15730715  0 4.200 -122.19724014
( 2.7974107,  8.1056563,  9.4487852, -0.5504071,  0.1014917,  0.8123911,  0.1636220)    0    0 -90.76395228  0 4.200 -60.89768191
( 6.4948857,  8.4344415, 17.8780703,  0.0271500, -0.1845516, -0.8856091,  0.4253235)    0    0   9.71545863  0 4.200   6.49609644
