#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 8.2361758, 11.7758280, 12.4665296,  0.1908223, -0.4826978,  0.4411484,  0.7321050)    0    0   5.00000000  0 0.200   0.00000000
(-4.0414499,  6.2669722, 10.9967480,  0.5967240,  0.4907877,  0.5654871,  0.2885691)    0    0   5.00000000  0 0.200   0.00000000
( 7.4877276, -5.3495066, 13.1027988, -0.5485371,  0.1428764,  0.8094960,  0.1530019)    0    0   5.00000000  0 0.200   0.00000000
(10.1073018,  3.8650921, 16.3287688, -0.2301754,  0.6556912, -0.4562351,  0.5558219)    0    0   5.00000000  0 0.200   0.00000000
( 1.2799214,  2.2797591,  8.1541769, -0.8395122,  0.4971360, -0.0057955,  0.2191837)    0    0   5.00000000  0 0.200   0.00000000
( 3.2454137, -0.2827049,  9.5677208, -0.2859932, -0.6028401,  0.3635338,  0.6501037)    0    0   5.00000000  0 0.200   0.00000000
( 4.7921622,  5.2067565, 10.3914809,  0.2108489, -0.6907561,  0.1747120, -0.6692342)    0    0   5.00000000  0 0.200   0.00000000
( 3.1584031, -1.6871009,  4.5710851, -0.7411145,  0.1828966,  0.4851431, -0.4265374)    0    0   5.00000000  0 0.200   0.00000000
( 8.2277416,  5.4246877, 15.3355610, -0.6561600, -0.0361418, -0.1732396,  0.7335775)    0    0   5.00000000  0 0.200   0.00000000
( 3.8695068,  7.9796680,  3.3221799, -0.8827350, -0.3731595,  0.1152387,  0.2612486)    0    0   5.00000000  0 0.200   0.00000000
( 3.8015837,  6.2824155,  6.1366691,  0.2834505, -0.3817959, -0.5362574, -0.6973634)    0    0   5.00000000  0 0.200   0.00000000
(-3.1830716,  4.4684714, 10.3047476, -0.0966468, -0.8684231,  0.4862564,  0.0074497)    0    0   5.00000000  0 0.200   0.00000000
( 1.7662119, -0.8917275,  9.6741626, -0.3226864, -0.7703253,  0.2758775, -0.4757774)    0    0   5.00000000  0 0.200   0.00000000
( 6.2551304,  2.1692129, 17.1524776, -0.2792307, -0.9443660,  0.0606652,  0.1628583)    0    0   5.00000000  0 0.200   0.00000000
(-0.4851864,  2.2165753,  7.6730688, -0.7119029, -0.4763167, -0.4323866,  0.2817065)    0    0   5.00000000  0 0.200   0.00000000
( 4.7286943,  3.3726469, 19.2004082,  0.2427174,  0.6434252, -0.5688633,  0.4510951)    0    0   5.00000000  0 0.200   0.00000000
( 4.0152315, -0.5095075, 19.9728409,  0.3346515, -0.8897782, -0.1617347,  0.2648491)    0    0   5.00000000  0 0.200   0.00000000
( 4.3729363,  1.1472045,  4.3270700, -0.3341571, -0.0641983, -0.9036360,  0.2601145)    0    0   5.00000000  0 0.200   0.00000000
( 2.7974107,  8.1056563,  9.4487852, -0.5504071,  0.1014917,  0.8123911,  0.1636220)    0    0   5.00000000  0 0.200   0.00000000
( 6.4948857,  8.4344415, 17.8780703,  0.0271500, -0.1845516, -0.8856091,  0.4253235)    0    0   5.00000000  0 0.200   0.00000000
