#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 5.5315574, -11.4249955, -0.2324692, -0.5857260, -0.7793947,  0.0517519,  0.2163117)    0    0   5.00000000  0 0.200   0.00000000
( 1.9351147, -2.6855885,  6.6491678,  0.3535377,  0.0155425, -0.0080787,  0.9352563)    0    0   5.00000000  0 0.200   0.00000000
( 1.1730759, -8.4342510, 11.0355525, -0.5190747, -0.3813078, -0.5920817, -0.4843604)    0    0   5.00000000  0 0.200   0.00000000
( 1.6310613, -3.9650735,  8.6325245, -0.4514595,  0.4818308,  0.0629391,  0.7483730)    0    0   5.00000000  0 0.200   0.00000000
(-0.9604783, -17.5900947,  9.8430432, -0.6177236,  0.3128434, -0.7112014, -0.1214045)    0    0   5.00000000  0 0.200   0.00000000
(-0.6162719, -6.3230802,  9.1785035, -0.1259353, -0.1345198,  0.9787120,  0.0903748)    0    0   5.00000000  0 0.200   0.00000000
( 8.7613567, -8.7740979,  2.0379487,  0.0235583,  0.6682502, -0.6920607,  0.2719166)    0    0   5.00000000  0 0.200   0.00000000
( 6.3064061, -13.0721402,  2.2577683, -0.5137307,  0.5470420,  0.6449967,  0.1442396)    0    0   5.00000000  0 0.200   0.00000000
(-6.1233070, -12.3587852,  2.9327775, -0.8614832, -0.1410293, -0.1695069,  0.4574110)    0    0   5.00000000  0 0.200   0.00000000
( 9.0771201, -5.3605899,  7.4189028,  0.5929434, -0.2408623, -0.7273251, -0.2477937)    0    0   5.00000000  0 0.200   0.00000000
( 7.0729202, -11.4356193,  9.2868040,  0.5929664, -0.1569646,  0.3592401, -0.7033488)    0    0   5.00000000  0 0.200   0.00000000
( 6.7113401, -10.0905805,  7.9604265, -0.3610782,  0.9040929,  0.2242084, -0.0443764)    0    0   5.00000000  0 0.200   0.00000000
(-3.8494462, -6.1861044, 11.8623845, -0.4544669, -0.2459993, -0.8132621, -0.2674864)    0    0   5.00000000  0 0.200   0.00000000
(-3.9190958, -6.7011863,  1.9254766, -0.0936780, -0.6343912, -0.7657282, -0.0493219)    0    0   5.00000000  0 0.200   0.00000000
( 0.4718535, -10.8845622,  2.1883085, -0.6949256,  0.7186194,  0.0034086,  0.0255540)    0    0   5.00000000  0 0.200   0.00000000
( 0.2956385, -1.8025002,  9.7842425, -0.4418554, -0.0795343, -0.4318887, -0.7822469)    0    0   5.00000000  0 0.200   0.00000000
( 6.1865668, -2.1859807,  6.6054123, -0.5940537,  0.2291996,  0.6995786, -0.3242801)    0    0   5.00000000  0 0.200   0.00000000
(-1.2417934, -14.6569678,  9.3962971,  0.3629639, -0.6842156,  0.0970537, -0.6250495)    0    0   5.00000000  0 0.200   0.00000000
( 2.9019203, -10.6946604, 12.9708351,  0.8617561,  0.2106185, -0.2446349, -0.3913696)    0    0   5.00000000  0 0.200   0.00000000
( 1.6615221, -19.3803293,  2.7414212, -0.4190168, -0.5044932, -0.0015800, -0.7549232)    0    0   5.00000000  0 0.200   0.00000000
